date;elev_range;landcover_type;NDVI;year
2/02/2001;250-500;Shrubland;0.567027989;2001
2/02/2001;500-1000;Shrubland;0.515358578;2001
2/02/2001;1000-1500;Shrubland;0.413140157;2001
2/02/2001;1500-2000;Shrubland;0.2386;2001
2/02/2001;0-250;Grassland;0.523820052;2001
2/02/2001;250-500;Grassland;0.464619322;2001
2/02/2001;500-1000;Grassland;0.399751354;2001
2/02/2001;1000-1500;Grassland;0.299130631;2001
2/02/2001;1500-2000;Grassland;0.032748507;2001
2/02/2001;2000-2500;Grassland;-0.019111148;2001
2/02/2001;2500-3000;Grassland;-0.031895774;2001
2/02/2001;0-250;Cropland;0.488297568;2001
2/02/2001;250-500;Cropland;0.377002025;2001
2/02/2001;500-1000;Cropland;0.343865696;2001
2/02/2001;1000-1500;Cropland;0.253784518;2001
2/02/2001;1500-2000;Cropland;0.045466759;2001
2/02/2001;2000-2500;Cropland;-0.0058;2001
2/02/2001;0-250;Bare;0.440015304;2001
2/02/2001;250-500;Bare;0.347868251;2001
2/02/2001;500-1000;Bare;0.332603595;2001
2/02/2001;1000-1500;Bare;0.243325076;2001
2/02/2001;1500-2000;Bare;0.057519281;2001
2/02/2001;2000-2500;Bare;-0.015374286;2001
2/02/2001;2500-3000;Bare;-0.0309;2001
2/02/2001;0-250;Wetland;0.400090864;2001
2/02/2001;1000-1500;Wetland;0.4578;2001
2/02/2001;1500-2000;Wetland;0.1145;2001
18/02/2001;0-250;Trees;0.51159751;2001
18/02/2001;250-500;Trees;0.503768665;2001
18/02/2001;500-1000;Trees;0.485989566;2001
18/02/2001;1000-1500;Trees;0.459857001;2001
18/02/2001;1500-2000;Trees;0.276351782;2001
18/02/2001;2000-2500;Trees;0.07965574;2001
18/02/2001;0-250;Shrubland;0.519692635;2001
18/02/2001;250-500;Shrubland;0.508518191;2001
18/02/2001;500-1000;Shrubland;0.46102299;2001
18/02/2001;1000-1500;Shrubland;0.371658145;2001
18/02/2001;1500-2000;Shrubland;0.3516;2001
18/02/2001;0-250;Grassland;0.496242262;2001
18/02/2001;250-500;Grassland;0.43550073;2001
18/02/2001;500-1000;Grassland;0.371066933;2001
18/02/2001;1000-1500;Grassland;0.30644047;2001
18/02/2001;1500-2000;Grassland;0.101685719;2001
18/02/2001;2000-2500;Grassland;-0.006038537;2001
18/02/2001;2500-3000;Grassland;-0.02672407;2001
18/02/2001;0-250;Cropland;0.477758244;2001
18/02/2001;250-500;Cropland;0.393268763;2001
18/02/2001;500-1000;Cropland;0.338829405;2001
18/02/2001;1000-1500;Cropland;0.247509363;2001
18/02/2001;1500-2000;Cropland;0.171511453;2001
18/02/2001;2000-2500;Cropland;-0.0236;2001
18/02/2001;0-250;Bare;0.423410511;2001
18/02/2001;250-500;Bare;0.330670706;2001
18/02/2001;500-1000;Bare;0.311801493;2001
18/02/2001;1000-1500;Bare;0.232609391;2001
18/02/2001;1500-2000;Bare;0.131826957;2001
18/02/2001;2000-2500;Bare;-0.004807692;2001
18/02/2001;2500-3000;Bare;-0.0211;2001
18/02/2001;0-250;Wetland;0.368566365;2001
18/02/2001;1000-1500;Wetland;0.39925;2001
18/02/2001;1500-2000;Wetland;0.0806;2001
6/03/2001;0-250;Trees;0.58363892;2001
6/03/2001;250-500;Trees;0.580986271;2001
6/03/2001;500-1000;Trees;0.54798436;2001
6/03/2001;1000-1500;Trees;0.551729596;2001
6/03/2001;1500-2000;Trees;0.431254517;2001
6/03/2001;2000-2500;Trees;0.149551137;2001
6/03/2001;0-250;Shrubland;0.577949619;2001
6/03/2001;250-500;Shrubland;0.566122029;2001
6/03/2001;500-1000;Shrubland;0.512166361;2001
6/03/2001;1000-1500;Shrubland;0.394676526;2001
6/03/2001;1500-2000;Shrubland;0.4589;2001
6/03/2001;0-250;Grassland;0.567010201;2001
6/03/2001;250-500;Grassland;0.493042914;2001
6/03/2001;500-1000;Grassland;0.413945059;2001
6/03/2001;1000-1500;Grassland;0.352614915;2001
6/03/2001;1500-2000;Grassland;0.228786609;2001
6/03/2001;2000-2500;Grassland;0.013879194;2001
6/03/2001;2500-3000;Grassland;-0.029875332;2001
6/03/2001;0-250;Cropland;0.543826033;2001
6/03/2001;250-500;Cropland;0.470886256;2001
6/03/2001;500-1000;Cropland;0.410959753;2001
6/03/2001;1000-1500;Cropland;0.287302814;2001
6/03/2001;1500-2000;Cropland;0.273038606;2001
6/03/2001;2000-2500;Cropland;0.0827;2001
6/03/2001;0-250;Bare;0.477822521;2001
6/03/2001;250-500;Bare;0.377302864;2001
6/03/2001;500-1000;Bare;0.350189639;2001
6/03/2001;1000-1500;Bare;0.260474921;2001
6/03/2001;1500-2000;Bare;0.222309368;2001
6/03/2001;2000-2500;Bare;0.046151859;2001
6/03/2001;2500-3000;Bare;-0.0312;2001
6/03/2001;0-250;Wetland;0.406700537;2001
6/03/2001;1000-1500;Wetland;0.1914;2001
6/03/2001;1500-2000;Wetland;0.4566;2001
22/03/2001;0-250;Trees;0.649474839;2001
22/03/2001;250-500;Trees;0.632009674;2001
22/03/2001;500-1000;Trees;0.549368717;2001
22/03/2001;1000-1500;Trees;0.510390379;2001
22/03/2001;1500-2000;Trees;0.49144889;2001
22/03/2001;2000-2500;Trees;0.261213016;2001
22/03/2001;0-250;Shrubland;0.620505467;2001
22/03/2001;250-500;Shrubland;0.589400964;2001
22/03/2001;500-1000;Shrubland;0.53641319;2001
22/03/2001;1000-1500;Shrubland;0.405815981;2001
22/03/2001;1500-2000;Shrubland;0.3836;2001
22/03/2001;0-250;Grassland;0.617960598;2001
22/03/2001;250-500;Grassland;0.529524011;2001
22/03/2001;500-1000;Grassland;0.421491583;2001
22/03/2001;1000-1500;Grassland;0.371287863;2001
22/03/2001;1500-2000;Grassland;0.331862774;2001
22/03/2001;2000-2500;Grassland;0.098677938;2001
22/03/2001;2500-3000;Grassland;-0.021528962;2001
22/03/2001;0-250;Cropland;0.578302418;2001
22/03/2001;250-500;Cropland;0.526596509;2001
22/03/2001;500-1000;Cropland;0.48335885;2001
22/03/2001;1000-1500;Cropland;0.348918628;2001
22/03/2001;1500-2000;Cropland;0.341063636;2001
22/03/2001;2000-2500;Cropland;0.2402;2001
22/03/2001;0-250;Bare;0.512139083;2001
22/03/2001;250-500;Bare;0.400224881;2001
22/03/2001;500-1000;Bare;0.37609619;2001
22/03/2001;1000-1500;Bare;0.279284947;2001
22/03/2001;1500-2000;Bare;0.265849681;2001
22/03/2001;2000-2500;Bare;0.186907826;2001
22/03/2001;2500-3000;Bare;-0.03725;2001
22/03/2001;0-250;Wetland;0.434399884;2001
22/03/2001;1000-1500;Wetland;0.26975;2001
22/03/2001;1500-2000;Wetland;0.5144;2001
7/04/2001;0-250;Trees;0.726510838;2001
7/04/2001;250-500;Trees;0.736634909;2001
7/04/2001;500-1000;Trees;0.669801329;2001
7/04/2001;1000-1500;Trees;0.617611857;2001
7/04/2001;1500-2000;Trees;0.617096424;2001
7/04/2001;2000-2500;Trees;0.451043819;2001
7/04/2001;0-250;Shrubland;0.659386383;2001
7/04/2001;250-500;Shrubland;0.609525269;2001
7/04/2001;500-1000;Shrubland;0.557484999;2001
7/04/2001;1000-1500;Shrubland;0.431250288;2001
7/04/2001;1500-2000;Shrubland;0.39;2001
7/04/2001;0-250;Grassland;0.682263888;2001
7/04/2001;250-500;Grassland;0.619180982;2001
7/04/2001;500-1000;Grassland;0.535158554;2001
7/04/2001;1000-1500;Grassland;0.461693358;2001
7/04/2001;1500-2000;Grassland;0.415213341;2001
7/04/2001;2000-2500;Grassland;0.243257197;2001
7/04/2001;2500-3000;Grassland;-0.015008341;2001
7/04/2001;0-250;Cropland;0.63027291;2001
7/04/2001;250-500;Cropland;0.585252296;2001
7/04/2001;500-1000;Cropland;0.595763595;2001
7/04/2001;1000-1500;Cropland;0.436057683;2001
7/04/2001;1500-2000;Cropland;0.420425207;2001
7/04/2001;2000-2500;Cropland;0.3755;2001
7/04/2001;0-250;Bare;0.564294068;2001
7/04/2001;250-500;Bare;0.473118869;2001
7/04/2001;500-1000;Bare;0.472874839;2001
7/04/2001;1000-1500;Bare;0.343360002;2001
7/04/2001;1500-2000;Bare;0.317577465;2001
7/04/2001;2000-2500;Bare;0.287492073;2001
7/04/2001;2500-3000;Bare;-0.0496;2001
7/04/2001;0-250;Wetland;0.541152938;2001
7/04/2001;1000-1500;Wetland;0.3813;2001
7/04/2001;1500-2000;Wetland;0.589;2001
23/04/2001;0-250;Trees;0.796378075;2001
23/04/2001;250-500;Trees;0.808473193;2001
23/04/2001;500-1000;Trees;0.784627448;2001
23/04/2001;1000-1500;Trees;0.720077575;2001
23/04/2001;1500-2000;Trees;0.655356555;2001
23/04/2001;2000-2500;Trees;0.506057793;2001
23/04/2001;0-250;Shrubland;0.704462036;2001
23/04/2001;250-500;Shrubland;0.662515521;2001
23/04/2001;500-1000;Shrubland;0.619083462;2001
23/04/2001;1000-1500;Shrubland;0.504800617;2001
23/04/2001;1500-2000;Shrubland;0.3983;2001
23/04/2001;0-250;Grassland;0.716184442;2001
23/04/2001;250-500;Grassland;0.671134116;2001
23/04/2001;500-1000;Grassland;0.625032436;2001
23/04/2001;1000-1500;Grassland;0.554157917;2001
23/04/2001;1500-2000;Grassland;0.493936303;2001
23/04/2001;2000-2500;Grassland;0.339467635;2001
23/04/2001;2500-3000;Grassland;0.020873391;2001
23/04/2001;0-250;Cropland;0.629858292;2001
23/04/2001;250-500;Cropland;0.606490494;2001
23/04/2001;500-1000;Cropland;0.65386423;2001
23/04/2001;1000-1500;Cropland;0.54652274;2001
23/04/2001;1500-2000;Cropland;0.522599164;2001
23/04/2001;2000-2500;Cropland;0.507;2001
23/04/2001;0-250;Bare;0.602395156;2001
23/04/2001;250-500;Bare;0.510231276;2001
23/04/2001;500-1000;Bare;0.546783067;2001
23/04/2001;1000-1500;Bare;0.416991539;2001
23/04/2001;1500-2000;Bare;0.366929149;2001
23/04/2001;2000-2500;Bare;0.356935414;2001
23/04/2001;2500-3000;Bare;0.0243;2001
23/04/2001;0-250;Wetland;0.621138966;2001
23/04/2001;1000-1500;Wetland;0.55265;2001
23/04/2001;1500-2000;Wetland;0.6393;2001
9/05/2001;0-250;Trees;0.810909535;2001
9/05/2001;250-500;Trees;0.820066912;2001
9/05/2001;500-1000;Trees;0.819673373;2001
9/05/2001;1000-1500;Trees;0.777782464;2001
9/05/2001;1500-2000;Trees;0.693420947;2001
9/05/2001;2000-2500;Trees;0.560668176;2001
9/05/2001;0-250;Shrubland;0.708476756;2001
9/05/2001;250-500;Shrubland;0.671840688;2001
9/05/2001;500-1000;Shrubland;0.64381063;2001
9/05/2001;1000-1500;Shrubland;0.567096464;2001
9/05/2001;1500-2000;Shrubland;0.4563;2001
9/05/2001;0-250;Grassland;0.715516798;2001
9/05/2001;250-500;Grassland;0.695891303;2001
9/05/2001;500-1000;Grassland;0.681235124;2001
9/05/2001;1000-1500;Grassland;0.619513794;2001
9/05/2001;1500-2000;Grassland;0.5583201;2001
9/05/2001;2000-2500;Grassland;0.429750101;2001
9/05/2001;2500-3000;Grassland;0.116176647;2001
9/05/2001;0-250;Cropland;0.610896554;2001
9/05/2001;250-500;Cropland;0.607248448;2001
9/05/2001;500-1000;Cropland;0.690480594;2001
9/05/2001;1000-1500;Cropland;0.610634022;2001
9/05/2001;1500-2000;Cropland;0.582595631;2001
9/05/2001;2000-2500;Cropland;0.64355;2001
9/05/2001;0-250;Bare;0.603999059;2001
9/05/2001;250-500;Bare;0.536887673;2001
9/05/2001;500-1000;Bare;0.597014174;2001
9/05/2001;1000-1500;Bare;0.483236196;2001
9/05/2001;1500-2000;Bare;0.426859967;2001
9/05/2001;2000-2500;Bare;0.426386915;2001
9/05/2001;2500-3000;Bare;-0.03095;2001
9/05/2001;0-250;Wetland;0.650630781;2001
9/05/2001;1000-1500;Wetland;0.2638;2001
9/05/2001;1500-2000;Wetland;0.6787;2001
25/05/2001;0-250;Trees;0.802025272;2001
25/05/2001;250-500;Trees;0.820666504;2001
25/05/2001;500-1000;Trees;0.831891447;2001
25/05/2001;1000-1500;Trees;0.8248209;2001
25/05/2001;1500-2000;Trees;0.753973981;2001
25/05/2001;2000-2500;Trees;0.632549594;2001
25/05/2001;0-250;Shrubland;0.693059826;2001
25/05/2001;250-500;Shrubland;0.64193725;2001
25/05/2001;500-1000;Shrubland;0.626509359;2001
25/05/2001;1000-1500;Shrubland;0.59889081;2001
25/05/2001;1500-2000;Shrubland;0.4194;2001
25/05/2001;0-250;Grassland;0.683533757;2001
25/05/2001;250-500;Grassland;0.680474086;2001
25/05/2001;500-1000;Grassland;0.693108817;2001
25/05/2001;1000-1500;Grassland;0.6564813;2001
25/05/2001;1500-2000;Grassland;0.602689622;2001
25/05/2001;2000-2500;Grassland;0.491572093;2001
25/05/2001;2500-3000;Grassland;0.266340884;2001
25/05/2001;0-250;Cropland;0.575113113;2001
25/05/2001;250-500;Cropland;0.573781293;2001
25/05/2001;500-1000;Cropland;0.694518511;2001
25/05/2001;1000-1500;Cropland;0.649492764;2001
25/05/2001;1500-2000;Cropland;0.643132507;2001
25/05/2001;2000-2500;Cropland;0.6402;2001
25/05/2001;0-250;Bare;0.584305878;2001
25/05/2001;250-500;Bare;0.530958945;2001
25/05/2001;500-1000;Bare;0.600478817;2001
25/05/2001;1000-1500;Bare;0.508411082;2001
25/05/2001;1500-2000;Bare;0.458460094;2001
25/05/2001;2000-2500;Bare;0.474088743;2001
25/05/2001;2500-3000;Bare;0.131118117;2001
25/05/2001;0-250;Wetland;0.675113434;2001
25/05/2001;1000-1500;Wetland;0.59845;2001
25/05/2001;1500-2000;Wetland;0.6589;2001
10/06/2001;0-250;Trees;0.750386962;2001
10/06/2001;250-500;Trees;0.783202498;2001
10/06/2001;500-1000;Trees;0.810360671;2001
10/06/2001;1000-1500;Trees;0.818294345;2001
10/06/2001;1500-2000;Trees;0.752516116;2001
10/06/2001;2000-2500;Trees;0.652968317;2001
10/06/2001;0-250;Shrubland;0.604416163;2001
10/06/2001;250-500;Shrubland;0.554896847;2001
10/06/2001;500-1000;Shrubland;0.538444885;2001
10/06/2001;1000-1500;Shrubland;0.546275207;2001
10/06/2001;1500-2000;Shrubland;0.3281;2001
10/06/2001;0-250;Grassland;0.581294572;2001
10/06/2001;250-500;Grassland;0.591787058;2001
10/06/2001;500-1000;Grassland;0.62832666;2001
10/06/2001;1000-1500;Grassland;0.618626543;2001
10/06/2001;1500-2000;Grassland;0.593520289;2001
10/06/2001;2000-2500;Grassland;0.511667501;2001
10/06/2001;2500-3000;Grassland;0.284668989;2001
10/06/2001;0-250;Cropland;0.468588289;2001
10/06/2001;250-500;Cropland;0.440937559;2001
10/06/2001;500-1000;Cropland;0.588350446;2001
10/06/2001;1000-1500;Cropland;0.589404523;2001
10/06/2001;1500-2000;Cropland;0.615988425;2001
10/06/2001;2000-2500;Cropland;0.62985;2001
10/06/2001;0-250;Bare;0.507932065;2001
10/06/2001;250-500;Bare;0.432134531;2001
10/06/2001;500-1000;Bare;0.517424038;2001
10/06/2001;1000-1500;Bare;0.460069393;2001
10/06/2001;1500-2000;Bare;0.42795164;2001
10/06/2001;2000-2500;Bare;0.458995054;2001
10/06/2001;2500-3000;Bare;0.124211012;2001
10/06/2001;0-250;Wetland;0.645049021;2001
10/06/2001;1000-1500;Wetland;0.5361;2001
10/06/2001;1500-2000;Wetland;0.6488;2001
26/06/2001;0-250;Trees;0.73942828;2001
26/06/2001;250-500;Trees;0.749936127;2001
26/06/2001;500-1000;Trees;0.75647261;2001
26/06/2001;1000-1500;Trees;0.73167998;2001
26/06/2001;1500-2000;Trees;0.632225136;2001
26/06/2001;2000-2500;Trees;0.588242188;2001
26/06/2001;0-250;Shrubland;0.598089262;2001
26/06/2001;250-500;Shrubland;0.539970125;2001
26/06/2001;500-1000;Shrubland;0.512386057;2001
26/06/2001;1000-1500;Shrubland;0.519377536;2001
26/06/2001;1500-2000;Shrubland;0.3535;2001
26/06/2001;0-250;Grassland;0.549874558;2001
26/06/2001;250-500;Grassland;0.537736227;2001
26/06/2001;500-1000;Grassland;0.558389742;2001
26/06/2001;1000-1500;Grassland;0.532939465;2001
26/06/2001;1500-2000;Grassland;0.511985657;2001
26/06/2001;2000-2500;Grassland;0.484971626;2001
26/06/2001;2500-3000;Grassland;0.362810527;2001
26/06/2001;0-250;Cropland;0.498108618;2001
26/06/2001;250-500;Cropland;0.391615251;2001
26/06/2001;500-1000;Cropland;0.455694358;2001
26/06/2001;1000-1500;Cropland;0.429604831;2001
26/06/2001;1500-2000;Cropland;0.494385799;2001
26/06/2001;2000-2500;Cropland;0.58015;2001
26/06/2001;0-250;Bare;0.490495012;2001
26/06/2001;250-500;Bare;0.400504702;2001
26/06/2001;500-1000;Bare;0.449251033;2001
26/06/2001;1000-1500;Bare;0.384854535;2001
26/06/2001;1500-2000;Bare;0.372160016;2001
26/06/2001;2000-2500;Bare;0.460162722;2001
26/06/2001;2500-3000;Bare;0.24155;2001
26/06/2001;0-250;Wetland;0.646276196;2001
26/06/2001;1000-1500;Wetland;0.55955;2001
26/06/2001;1500-2000;Wetland;0.5754;2001
12/07/2001;0-250;Trees;0.746559951;2001
12/07/2001;250-500;Trees;0.769564113;2001
12/07/2001;500-1000;Trees;0.79925704;2001
12/07/2001;1000-1500;Trees;0.825687767;2001
12/07/2001;1500-2000;Trees;0.786594866;2001
12/07/2001;2000-2500;Trees;0.703414775;2001
12/07/2001;0-250;Shrubland;0.59424812;2001
12/07/2001;250-500;Shrubland;0.520271367;2001
12/07/2001;500-1000;Shrubland;0.488751431;2001
12/07/2001;1000-1500;Shrubland;0.503092886;2001
12/07/2001;1500-2000;Shrubland;0.3084;2001
12/07/2001;0-250;Grassland;0.543755337;2001
12/07/2001;250-500;Grassland;0.510762099;2001
12/07/2001;500-1000;Grassland;0.508328496;2001
12/07/2001;1000-1500;Grassland;0.507389348;2001
12/07/2001;1500-2000;Grassland;0.54104618;2001
12/07/2001;2000-2500;Grassland;0.563933861;2001
12/07/2001;2500-3000;Grassland;0.360965535;2001
12/07/2001;0-250;Cropland;0.51801005;2001
12/07/2001;250-500;Cropland;0.357341613;2001
12/07/2001;500-1000;Cropland;0.387298592;2001
12/07/2001;1000-1500;Cropland;0.362670832;2001
12/07/2001;1500-2000;Cropland;0.415075885;2001
12/07/2001;2000-2500;Cropland;0.601;2001
12/07/2001;0-250;Bare;0.492908633;2001
12/07/2001;250-500;Bare;0.37108205;2001
12/07/2001;500-1000;Bare;0.407569056;2001
12/07/2001;1000-1500;Bare;0.361133064;2001
12/07/2001;1500-2000;Bare;0.350393684;2001
12/07/2001;2000-2500;Bare;0.475785397;2001
12/07/2001;2500-3000;Bare;0.16555;2001
12/07/2001;0-250;Wetland;0.663544866;2001
12/07/2001;1000-1500;Wetland;0.6954;2001
12/07/2001;1500-2000;Wetland;0.5623;2001
28/07/2001;0-250;Trees;0.715068473;2001
28/07/2001;250-500;Trees;0.721343157;2001
28/07/2001;500-1000;Trees;0.759571562;2001
28/07/2001;1000-1500;Trees;0.801941746;2001
28/07/2001;1500-2000;Trees;0.762012935;2001
28/07/2001;2000-2500;Trees;0.667178375;2001
28/07/2001;0-250;Shrubland;0.597503324;2001
28/07/2001;250-500;Shrubland;0.525754302;2001
28/07/2001;500-1000;Shrubland;0.484476681;2001
28/07/2001;1000-1500;Shrubland;0.505352224;2001
28/07/2001;1500-2000;Shrubland;0.4049;2001
28/07/2001;0-250;Grassland;0.530903355;2001
28/07/2001;250-500;Grassland;0.485284632;2001
28/07/2001;500-1000;Grassland;0.474508728;2001
28/07/2001;1000-1500;Grassland;0.463057681;2001
28/07/2001;1500-2000;Grassland;0.483948394;2001
28/07/2001;2000-2500;Grassland;0.511302433;2001
28/07/2001;2500-3000;Grassland;0.322176156;2001
28/07/2001;0-250;Cropland;0.540581664;2001
28/07/2001;250-500;Cropland;0.349271562;2001
28/07/2001;500-1000;Cropland;0.359411413;2001
28/07/2001;1000-1500;Cropland;0.321691746;2001
28/07/2001;1500-2000;Cropland;0.338405577;2001
28/07/2001;2000-2500;Cropland;0.3877;2001
28/07/2001;0-250;Bare;0.482839305;2001
28/07/2001;250-500;Bare;0.363844001;2001
28/07/2001;500-1000;Bare;0.391199209;2001
28/07/2001;1000-1500;Bare;0.338289728;2001
28/07/2001;1500-2000;Bare;0.316803632;2001
28/07/2001;2000-2500;Bare;0.407847103;2001
28/07/2001;2500-3000;Bare;0.17595;2001
28/07/2001;0-250;Wetland;0.636336217;2001
28/07/2001;1000-1500;Wetland;0.6456;2001
28/07/2001;1500-2000;Wetland;0.4723;2001
13/08/2001;0-250;Trees;0.727600781;2001
13/08/2001;250-500;Trees;0.739921391;2001
13/08/2001;500-1000;Trees;0.770253845;2001
13/08/2001;1000-1500;Trees;0.801329128;2001
13/08/2001;1500-2000;Trees;0.742278089;2001
13/08/2001;2000-2500;Trees;0.67263202;2001
13/08/2001;0-250;Shrubland;0.615183583;2001
13/08/2001;250-500;Shrubland;0.562679402;2001
13/08/2001;500-1000;Shrubland;0.505572336;2001
13/08/2001;1000-1500;Shrubland;0.524663384;2001
13/08/2001;1500-2000;Shrubland;0.3572;2001
13/08/2001;0-250;Grassland;0.564974105;2001
13/08/2001;250-500;Grassland;0.509514989;2001
13/08/2001;500-1000;Grassland;0.470143195;2001
13/08/2001;1000-1500;Grassland;0.450411017;2001
13/08/2001;1500-2000;Grassland;0.448293345;2001
13/08/2001;2000-2500;Grassland;0.476736612;2001
13/08/2001;2500-3000;Grassland;0.304936574;2001
13/08/2001;0-250;Cropland;0.573312673;2001
13/08/2001;250-500;Cropland;0.360144979;2001
13/08/2001;500-1000;Cropland;0.338651626;2001
13/08/2001;1000-1500;Cropland;0.300531519;2001
13/08/2001;1500-2000;Cropland;0.302551806;2001
13/08/2001;2000-2500;Cropland;0.35195;2001
13/08/2001;0-250;Bare;0.495190731;2001
13/08/2001;250-500;Bare;0.367806991;2001
13/08/2001;500-1000;Bare;0.379499964;2001
13/08/2001;1000-1500;Bare;0.321448938;2001
13/08/2001;1500-2000;Bare;0.302311168;2001
13/08/2001;2000-2500;Bare;0.388533761;2001
13/08/2001;2500-3000;Bare;0.1556;2001
13/08/2001;0-250;Wetland;0.650608481;2001
13/08/2001;1000-1500;Wetland;0.5103;2001
13/08/2001;1500-2000;Wetland;0.5511;2001
29/08/2001;0-250;Trees;0.742785533;2001
29/08/2001;250-500;Trees;0.761553497;2001
29/08/2001;500-1000;Trees;0.785480157;2001
29/08/2001;1000-1500;Trees;0.813542549;2001
29/08/2001;1500-2000;Trees;0.780698707;2001
29/08/2001;2000-2500;Trees;0.687990735;2001
29/08/2001;0-250;Shrubland;0.643296063;2001
29/08/2001;250-500;Shrubland;0.568820242;2001
29/08/2001;500-1000;Shrubland;0.501258478;2001
29/08/2001;1000-1500;Shrubland;0.499006889;2001
29/08/2001;1500-2000;Shrubland;0.3608;2001
29/08/2001;0-250;Grassland;0.577621828;2001
29/08/2001;250-500;Grassland;0.519231824;2001
29/08/2001;500-1000;Grassland;0.47489517;2001
29/08/2001;1000-1500;Grassland;0.450825333;2001
29/08/2001;1500-2000;Grassland;0.457530895;2001
29/08/2001;2000-2500;Grassland;0.48398953;2001
29/08/2001;2500-3000;Grassland;0.302907265;2001
29/08/2001;0-250;Cropland;0.573432314;2001
29/08/2001;250-500;Cropland;0.363455969;2001
29/08/2001;500-1000;Cropland;0.334261519;2001
29/08/2001;1000-1500;Cropland;0.294203638;2001
29/08/2001;1500-2000;Cropland;0.278370502;2001
29/08/2001;2000-2500;Cropland;0.3248;2001
29/08/2001;0-250;Bare;0.503481773;2001
29/08/2001;250-500;Bare;0.367610011;2001
29/08/2001;500-1000;Bare;0.37842906;2001
29/08/2001;1000-1500;Bare;0.318437229;2001
29/08/2001;1500-2000;Bare;0.297220433;2001
